player_id,match_id,hero,headshot_rate,accuracy,kills,deaths,damage_done,healing_done,objective_time,reaction_time_ms,actions_per_minute,position_changes,survival_rate,ultimate_efficiency,account_age_days,win_loss,kd_ratio,report_count,suspicious_flags,cheat_label,win_rate
N0002,M00034,Sigma,0.19951621758105875,0.4592244440427007,6.689876650635366,11.281274864958851,6936.628600884647,1338.2098884806242,48.72250261267458,300.0,152.3926160786721,18.629993464251797,0.6239575045013717,0.5674349564784908,902,win,0.8,1,0,normal,20.0
N0002,M00035,Widowmaker,0.32767255539130363,0.43423842510583077,13.895953756070686,9.423972712571056,5344.060894443557,839.2928132428159,53.09390384155353,255.2157085721171,165.23742666613325,46.625017287819375,0.6858675762476315,0.5575469651414542,902,loss,1.47453246946845,1,0,normal,20.0
N0002,M00036,Genji,0.19529620874808912,0.5314723353503611,15.149375190885412,14.110427704992166,8477.874416774668,304.8639643419385,36.790663841356974,250.64236672594868,160.56502168687237,29.640836414118233,0.5296524098335944,0.5425281037321622,902,win,1.0736297657033935,0,0,normal,40.0
N0002,M00037,Widowmaker,0.2785616253852801,0.4556023178049075,18.4848079487846,14.635345190748893,8633.248694628885,0.0,47.70743461466963,263.2583716633899,175.7282225529318,48.45621649926224,0.5121551603083703,0.5537170223428274,902,win,1.2630250744252332,0,0,normal,60.0
N0002,M00038,Sigma,0.29516717959617544,0.32376699234087825,16.86366695570449,11.352572151679798,6448.489926492481,605.617334832735,42.18287557828467,291.42772441586527,141.08944568246724,30.853846549395413,0.6215809282773401,0.649950334012141,902,loss,1.485449000490099,0,0,normal,60.0
N0002,M00039,Mercy,0.3502490847063826,0.4636242558520575,16.38022134340843,10.370456428782406,6211.8416478298295,3000.0,51.55802088584411,247.8569998358504,168.78464340934696,39.61639647540636,0.6543181190405865,0.5753362133835,902,win,1.5795082362957895,0,0,normal,60.0
N0003,M00040,Moira,0.231470262990643,0.45939851529066095,12.9340661494236,14.438219227952564,7941.448354274125,6000.465004117821,77.18302534442847,173.6890460110466,145.28189160531645,43.575280217505025,0.5187260257349146,0.5517870095813183,1050,loss,0.8958214268130169,0,0,normal,0.0
N0003,M00041,Sigma,0.3070688152019178,0.555805108397311,12.845340922267717,12.430298206205133,5052.71527882398,4051.904839007303,89.02118973280551,229.010271175477,149.65710460610055,55.09446879798201,0.5856567264598289,0.6935779694293688,1050,loss,1.0333896025000748,0,0,normal,0.0
N0003,M00042,Zenyatta,0.3515758365395923,0.5112845192322794,17.049485773229353,16.138900342701127,9310.57798319032,267.313453190073,91.86281018800739,214.68236975758933,159.60583861725416,56.86360293570837,0.46203665524329574,0.6984542492237278,1050,win,1.056421776650975,0,0,normal,33.33
N0003,M00043,Sojourn,0.3010709092189273,0.38051575374815755,7.897517261914389,11.400236507037443,6746.604522321826,2417.21173908707,71.84871652061851,239.1097523054234,189.50350124957475,39.44510988413978,0.6199921164320852,0.5005652459991365,1050,win,0.8,0,0,normal,50.0
N0003,M00044,Moira,0.42677276813447995,0.4057081168918677,20.968269491319386,6.102730173468823,12921.635413157572,3000.0,89.83468196267735,223.41252898223985,176.40275525754973,34.71076777443174,0.7965756608843726,0.6346044147640196,1050,win,2.5,0,0,normal,60.0
N0003,M00045,Sombra,0.28957449468924207,0.43383879508619433,15.513733841542262,7.348984175958052,9994.58269230314,2338.050523057539,61.303859388110936,204.77727567615264,163.95476071692963,38.07934341191241,0.7550338608013982,0.7844780440150146,1050,win,2.111003843537302,0,0,normal,80.0
N0003,M00046,Zenyatta,0.3355516993664654,0.5138166748805673,8.781680575888835,5.900727981595728,9865.888485479163,626.5959077148877,58.466114634399624,234.64619292584374,203.65443791391215,47.284604434753874,0.8033090672801424,0.6016585063849558,1050,loss,1.4882368079461974,0,0,normal,80.0
N0003,M00047,Tracer,0.26342756320652866,0.35938329603332914,31.23429016664001,11.152788776208084,8082.072897133094,2250.9298963004862,57.90160141943485,240.20780590311506,122.72522380541582,32.87671334533067,0.6282403741263972,0.7190079536479274,1050,win,2.5,0,0,normal,80.0
N0003,M00048,Moira,0.3373593562148235,0.4258918760923598,16.16403441219625,5.934725183255328,10986.722270342743,3000.0,49.24610327173595,166.09574897090863,181.93251908977467,38.072814574932416,0.8021758272248224,0.5320548278688717,1050,loss,2.5,0,0,normal,60.0
N0003,M00049,Sigma,0.29224434632347235,0.5007060835718468,18.938160259728384,13.98249030762906,8326.588349520895,3860.5989458496415,61.73460872467817,215.05518773951636,173.36886382675684,56.54952149718184,0.533916989745698,0.5688804048865471,1050,loss,1.3544196951379566,0,0,normal,40.0
N0003,M00050,Sigma,0.22701535512087334,0.4494207256107665,19.706844821929824,11.9263179987841,8082.162193030733,1199.3344162268445,67.60565401168094,234.09599777295807,171.3738595339238,46.163597780753314,0.6024560667071966,0.5397208583294325,1050,loss,1.6523829755284871,0,0,normal,20.0
N0003,M00051,Soldier: 76,0.41179307507281815,0.5255945575882158,21.008561897518955,6.957567577736366,7879.019388497733,1755.0229688289253,80.64082706642095,244.7931868140115,203.42087775957182,38.748123880776845,0.7680810807421211,0.5375852711415168,1050,win,2.5,0,0,normal,40.0
N0003,M00052,Soldier: 76,0.32698027795443113,0.449254523613887,22.716782094676493,10.713830395294421,5168.454379120181,2125.622604896372,63.0379743533755,187.93790739638416,195.32234989280698,31.92360266165904,0.6428723201568527,0.6345512472934227,1050,loss,2.1203231016848876,1,0,normal,20.0
N0003,M00053,Winston,0.28309846522423665,0.5839875216367674,14.019498681320425,7.851744710199788,6833.9419421597995,2429.837228783467,56.28883568211922,207.0005924553727,158.8893686903606,38.73747481739058,0.7382751763266737,0.7063745271498492,1050,loss,1.78552655476794,1,0,normal,20.0
N0003,M00054,Sombra,0.34692793130682587,0.49847195218345225,11.25875011178013,13.053473457287307,7338.821701258719,3201.732251721378,55.2088377304929,176.2672428193527,163.90020790860086,47.05128233329556,0.5648842180904231,0.6595910389053693,1050,loss,0.86250990195217,0,0,normal,20.0
N0003,M00055,Hanzo,0.2983629182276543,0.54044666890553,12.252225029659296,11.632384125417715,9087.265464902222,3095.2661860256007,85.28392506637346,170.81967699597547,179.13899507706446,42.515645333223056,0.6122538624860762,0.8179853985056382,1050,win,1.0532858008778423,0,0,normal,40.0
N0003,M00056,Sigma,0.41447007882267034,0.6,29.55702484208846,5.81087753007593,9414.219142372222,2974.9967185478195,39.41587082040707,276.7098279367539,128.80725807917585,41.829821154715546,0.8063040823308023,0.7100297579336466,1050,win,2.5,0,0,normal,40.0
N0003,M00057,Zenyatta,0.3007419052812634,0.4703507479727038,20.233853678751895,5.25022557153501,6028.441947015248,1508.5171409787372,62.054520674387085,205.387559741448,179.91847506359483,12.342672884267273,0.824992480948833,0.7462662111298868,1050,win,2.5,1,0,normal,60.0
N0004,M00058,Widowmaker,0.18384555371419656,0.5196782711449441,17.572624453397886,10.466258243495275,6528.819001942441,1060.526808736254,72.11499375451552,266.8146778471225,205.7176527289763,35.98674470945526,0.6511247252168242,0.6443621140905437,446,win,1.6789786803052733,1,0,normal,100.0
N0004,M00059,McCree,0.41908146522896234,0.4838366485891555,18.247799961246358,10.808603111262379,8307.472831822808,2277.431397632595,52.61811940790712,228.9700890913235,149.68976100567846,34.06746019328524,0.6397132296245873,0.6023484643042111,446,win,1.6882662609965264,0,0,normal,100.0
N0004,M00060,Ana,0.2657043584052114,0.39795337971364586,23.135996784524842,11.680790695578168,9317.016971064942,3000.0,81.87706187383489,224.80476964583602,170.95675861302308,53.57573521335695,0.6106403101473944,0.7487582446228851,446,loss,1.9806875568178026,0,0,normal,66.67
N0004,M00061,Zenyatta,0.21645197862156923,0.4399052025806942,31.427519911892094,11.63465348534789,6781.11131250304,2145.8168320866844,88.52153246074357,150.0,148.37347694843004,52.103501564707585,0.6121782171550703,0.6747321967893669,446,win,2.5,0,0,normal,75.0
N0004,M00062,Tracer,0.24991311877039032,0.5338773218792395,20.07214435527984,11.579978559247852,9068.273960267597,1716.7370792169877,37.90459701714869,211.93758942523002,162.33192999441,36.35775002916328,0.6140007146917383,0.7585454500419427,446,loss,1.7333490085998549,0,0,normal,60.0
N0004,M00063,Hanzo,0.32408686795578084,0.6,17.245391441801463,8.891413112483498,7121.08619452305,1368.8298335898742,33.355736919333665,232.55598883450006,192.82584988217195,51.64427814026756,0.7036195629172167,0.6055887965358063,446,win,1.9395557515586608,0,0,normal,60.0
N0004,M00064,Winston,0.36150857876246667,0.48601158723035615,20.393910521282173,11.78692298278096,4947.01592550968,4041.543353749731,57.81193739852223,236.07893988995264,228.03273583764215,48.07995220231808,0.6071025672406347,0.7097341946008783,446,loss,1.730214963742006,0,0,normal,40.0
N0004,M00065,McCree,0.33944406612966416,0.4066033776543943,21.858140159717962,8.904711791565173,7462.99131185456,3750.998357989132,62.11319169533342,210.4623322138592,145.81291773124514,34.6346381771055,0.7031762736144942,0.7489527399505883,446,loss,2.4546712652084586,0,0,normal,40.0
N0005,M00066,Sojourn,0.2501215313750482,0.3,17.00095452435363,13.648108725391761,7303.736144957087,0.0,22.97997233259435,291.0584332591045,200.04936827863258,26.143893356182115,0.5450630424869413,0.5357148922798444,1472,loss,1.2456637667843335,0,0,normal,0.0
N0005,M00067,Tracer,0.3997507823810184,0.4754868081928997,15.144738940638305,14.481972479671748,8502.192673423855,763.0501784244235,33.071427655555745,282.5851646704623,129.99342829129301,29.354950513194936,0.5172675840109417,0.5859943059056365,1472,win,1.0457649302881136,0,0,normal,50.0
N0005,M00068,Zenyatta,0.2975417337065732,0.47510856488532005,11.02614636452156,14.060394579908381,3494.059245910658,397.51758535448135,56.96702106629395,238.97246071058245,177.08997881931714,25.847278088308723,0.5313201806697206,0.4259830716756404,1472,win,0.8,1,0,normal,66.67
N0005,M00069,Sombra,0.35252925368333765,0.30826904537581445,22.82591403678364,9.243948778478643,2214.1421370105368,0.0,72.29372944121125,209.10496613012543,195.36740444191415,39.81869799113582,0.6918683740507119,0.5981561804149075,1472,win,2.4692817521799704,2,0,normal,75.0
N0005,M00070,Sojourn,0.32551919278402397,0.3465597836702128,12.035624123001536,16.25725480499003,4981.589913605727,0.0,50.7280292196505,274.9576353390374,174.718358128647,25.625594195666803,0.45809150650033237,0.5442572096969808,1472,win,0.8,0,0,normal,80.0
N0005,M00071,Genji,0.3033695579907994,0.3221707979497857,15.001473643912876,11.509236984933974,5746.222739519407,85.95161643363457,33.54974802274584,292.36378819665646,148.4526866595997,21.559281675462813,0.6163587671688675,0.512423251334762,1472,loss,1.303429033875171,0,0,normal,80.0
N0005,M00072,Sombra,0.21558491114906683,0.4332483664084056,16.61782278374382,15.6129495628479,5262.124990734695,380.08936288701705,61.24087560765636,277.0736007607658,136.25576792496594,51.06909647016732,0.47956834790506997,0.6032940514770899,1472,loss,1.0643615235449864,0,0,normal,60.0
N0005,M00073,McCree,0.1890576341766186,0.43167341315454616,11.81467448159431,14.364659887282986,4304.120618903917,1286.0412938750849,31.572389874689847,278.07202659022937,159.8919164476329,41.423802711548745,0.5211780037572338,0.5857720805556841,1472,win,0.8224820200618759,1,0,normal,60.0
N0005,M00074,Winston,0.206415625352841,0.3864926925072991,13.797070298694896,15.530246520797611,3818.10705946548,1374.6543148016326,76.14422398086617,268.23767890107666,156.18499148698731,34.093461333703324,0.482325115973413,0.41437406987397796,1472,win,0.8883999542581825,0,0,normal,60.0
N0005,M00075,Widowmaker,0.2317745488384359,0.394558997126991,11.843381132647366,10.593664203645524,2536.60150154396,485.37471851275984,31.739488009212806,300.0,161.45319233002522,20.557850528728494,0.6468778598784826,0.5636951610294374,1472,win,1.11796833512731,0,0,normal,60.0
N0005,M00076,Soldier: 76,0.24154183262759193,0.43650538604080735,14.706618824817204,14.878981757126697,5813.550743650037,1376.0438370844595,31.40915609099209,283.5504835439317,145.51638944204697,49.871420116050516,0.5040339414291102,0.592225295554166,1472,win,0.9884156768841432,0,0,normal,80.0
N0005,M00077,Ashe,0.21568605536953825,0.3949338368082605,17.300244920720328,15.030300673273516,6288.265544651264,0.0,49.171173065994026,300.0,174.5889231371418,34.449486756338466,0.4989899775575495,0.6814198278551621,1472,loss,1.1510245401466364,0,0,normal,80.0
N0006,M00078,McCree,0.3069227984190702,0.504029085183343,16.642992731874834,12.318807987508464,5063.4565234270485,1733.8144838986173,90.45475006628976,198.93162634988525,125.11308596606804,25.499851060234253,0.5893730670830513,0.6717564321315962,592,loss,1.351022984427648,0,0,normal,0.0
N0006,M00079,Hanzo,0.22694721982311408,0.44431441793638393,22.2700848281984,14.457154904641929,6390.763105712079,2256.869061396269,63.948675907245175,245.22808229857068,140.792628616468,45.57459277275774,0.5180948365119358,0.7315774061229685,592,win,1.5404196036557567,0,0,normal,50.0
N0006,M00080,Widowmaker,0.266311314325511,0.4165425155843682,14.83933005904414,14.313405174034388,6663.799990181873,0.0,63.269742928924785,187.6670866008305,145.29628379427422,33.35725853364954,0.5228864941988538,0.5380112025208381,592,loss,1.0367435197016446,0,0,normal,33.33
N0006,M00081,McCree,0.3015309860212046,0.4242842901756958,10.785918982655376,11.674800554883884,8718.266017169242,0.0,50.34198665546997,189.78309978806178,162.7393994847938,36.8133541869573,0.6108399815038705,0.5488707253939947,592,loss,0.9238632327764551,1,0,normal,25.0
N0006,M00082,Sigma,0.28118978673621314,0.3146656629884892,16.836535132958286,12.131554388510471,9558.500894534085,2904.817968772713,43.524975137088425,257.5459647285759,203.2734484217045,48.81711752036134,0.5956148537163176,0.5694177482559084,592,loss,1.3878300004906048,0,0,normal,20.0
N0006,M00083,Hanzo,0.32513602138191483,0.43633655793731935,21.343727540144513,12.670269858995457,7456.362620020974,4117.606119368875,43.21098686584753,226.57224552316794,197.4521850352394,42.10227033644886,0.5776576713668181,0.581057694268317,592,win,1.6845519296490121,1,0,normal,40.0
N0006,M00084,Ashe,0.3023489926752512,0.5160244753502654,18.406601694430726,10.242619565630289,6010.661855562044,0.0,54.64954655412883,216.86808377885703,150.2343286033864,39.767997470893654,0.6585793478123236,0.6557384762800598,592,win,1.7970599783082015,0,0,normal,40.0
N0006,M00085,Winston,0.18514632126638908,0.4597113474208759,15.790161102760477,12.61599184191354,3541.258399865168,695.2585862898748,61.34311198947883,196.98339613812394,189.62385841287167,37.48687569095847,0.5794669386028819,0.4728164335946562,592,loss,1.2515988675818208,0,0,normal,40.0
N0007,M00086,Widowmaker,0.35486893353196,0.4786444246834418,24.086070635336547,14.552448731112637,9536.969407194829,1371.7330952571403,93.92444067459218,189.20948906784687,179.98413147961648,38.842907031292526,0.5149183756295788,0.7223982987772097,581,win,1.6551214905737035,0,0,normal,100.0
N0007,M00087,Hanzo,0.274055993784171,0.5459676816649204,15.436273633317294,5.627966301762042,8953.525478936204,4159.564083467519,80.08224022212598,205.7478329034055,158.88479363434854,29.39494306344337,0.8124011232745986,0.6033867577402741,581,loss,2.5,1,0,normal,50.0
N0007,M00088,Reinhardt,0.24215720631605778,0.5069144172404721,14.238424758521795,8.832152296977524,7360.721690094193,4224.342398543211,86.17233015197037,204.99025765841472,164.84276227396796,52.85007338058644,0.7055949234340826,0.7219755451992759,581,win,1.6121126855335552,0,0,normal,66.67
N0007,M00089,Ashe,0.3253234496139035,0.3304844189337044,19.298475063960232,11.688945173132081,6183.008564595126,1759.9809143897155,96.20457310940256,233.3602178386162,154.9337067576425,28.90357434360405,0.6103684942289307,0.5259682043102629,581,loss,1.6510022742102706,0,0,normal,50.0
N0007,M00090,Moira,0.309670311229844,0.5302036915478064,14.953456436752026,8.961592224248303,10040.319171442676,3000.0,32.853883698796494,213.37316896289386,185.36177317821605,44.04037873837623,0.7012802591917232,0.625278895329953,581,loss,1.668616029670589,1,0,normal,40.0
N0007,M00091,Reinhardt,0.2961478736120097,0.5602368004487451,14.389497512279952,14.474932549922281,8064.261020711482,2724.3006917360112,75.54030630059576,213.7589309178423,239.41660699599623,50.30687004973981,0.517502248335924,0.6539651245357984,581,loss,0.9940977246458542,0,0,normal,20.0
N0007,M00092,Reinhardt,0.27523342523697547,0.534079879627296,19.03804824816829,9.60182752049056,5222.962509411616,2968.617430627416,87.2434254230285,203.42334417383367,206.8385493980161,40.57897309829461,0.6799390826503147,0.6601908204005364,581,win,1.9827525757508748,0,0,normal,40.0
N0007,M00093,Soldier: 76,0.34217785490956437,0.3,21.474306567334448,14.076961634898135,9981.333283999971,1158.7596206491144,63.25955405545479,150.0,196.27839261060532,58.56413477657592,0.5307679455033956,0.5882127550464455,581,win,1.5254930093790686,0,0,normal,40.0
N0007,M00094,Sombra,0.26116596160614475,0.49600338860869864,18.912809026370088,12.433118276291971,10969.565516868672,2114.479674607861,86.12582717663514,201.2720545220033,197.63517836482072,42.82669846529703,0.585562724123601,0.6608299874085535,581,win,1.5211637664892066,0,0,normal,60.0
N0007,M00095,Hanzo,0.3018835888259681,0.505389604853785,23.902553089484496,11.28192881696404,11096.988628992822,939.3092105360711,99.72762072083135,162.99468253325676,192.3469111986173,44.359604464077094,0.6239357061011986,0.6912946546627943,581,win,2.118658385217206,0,0,normal,80.0
N0007,M00096,Mercy,0.3181667302092387,0.5243102601176544,20.508371043713527,11.09139850236878,8792.884190917426,3523.092668354713,54.298859372345234,247.72768304220017,171.41002548094002,39.07841987984283,0.6302867165877073,0.6549938641139249,581,win,1.8490338291725408,1,0,normal,100.0
N0007,M00097,Hanzo,0.33098052464206296,0.4286273681223902,17.16442543879529,6.315748034820973,9167.067724734441,3396.865736517814,68.60186520216021,217.35649270745057,186.18348885595339,39.59160656240004,0.7894750655059676,0.6230023551381855,581,win,2.5,0,0,normal,100.0
N0007,M00098,Tracer,0.30467390504909164,0.38637889243433376,14.620732113650105,12.719229718407998,10375.422547594071,2963.811550164333,43.93504266356868,185.76300194733258,208.9971093241084,39.711293285614374,0.5760256760530666,0.7011046702118233,581,win,1.1494982351399898,0,0,normal,100.0
N0007,M00099,Sojourn,0.2699119013996705,0.4175067812101388,22.737886361796626,7.702420939865322,12920.955981011193,4029.2927194701147,46.02215807290283,218.59621803914732,190.872727823802,54.200540134796384,0.7432526353378226,0.6595920960465224,581,loss,2.5,0,0,normal,80.0
N0007,M00100,Sombra,0.31142207207107886,0.44745055375697107,26.224950225780496,10.98268576713456,10595.713181922476,3751.8065070932957,53.774094017894534,189.68337716114766,196.61959640141453,48.14284625151228,0.633910474428848,0.6345567615340674,581,win,2.387844902588224,0,0,normal,80.0
N0007,M00101,Soldier: 76,0.30028721463592184,0.5438675346333877,21.79145819475894,9.398676403569995,10952.737380321527,3031.2690451312506,68.70019968322354,182.64428981822445,160.00666336051984,49.15272950848894,0.6867107865476668,0.6253345674551986,581,loss,2.3185667065291944,0,0,normal,60.0
